date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,shortwave_radiation_sum,apparent_temperature_max,apparent_temperature_min,daylight_duration,state,latitude,longitude,region,capital,elevation,variables_count,thermal_range,growing_degree_days,chill_hours_estimate,frost_risk,heat_stress_risk,extreme_heat_risk,is_dry_day,is_rainy_day,heavy_rain_day,high_radiation_day,optimal_radiation,daylight_hours,month,day_of_year,week_of_year,agricultural_season,rainy_season
2025-10-20 06:00:00+00:00,33.429,14.979,24.2165,0.0,8.6867485,16.61,30.813602,12.290506,40376.863,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,18.45,14.204,0,0,0,0,1,0,0,0,1,11.2157955,10,293,43,otoño,transicion
2025-10-21 06:00:00+00:00,33.529,17.879,25.556084,0.0,10.134496,15.08,31.03901,15.619682,40262.652,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,15.65,15.703999,0,0,0,0,1,0,0,0,1,11.18407,10,294,43,otoño,transicion
2025-10-22 06:00:00+00:00,33.128998,19.578999,25.104002,0.0,33.890705,16.34,30.578526,17.86498,40148.86,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,13.549999,16.353998,0,0,0,0,1,0,0,0,1,11.152461,10,295,43,otoño,transicion
2025-10-23 06:00:00+00:00,31.428999,15.8289995,23.583168,0.0,21.054615,16.04,29.103092,14.153673,40035.582,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,15.599999,13.629,0,0,0,0,1,0,0,0,1,11.120995,10,296,43,otoño,transicion
2025-10-24 06:00:00+00:00,34.329,18.229,25.87692,0.0,8.688613,16.0,32.167347,16.690899,39922.914,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,16.099998,16.279,0,0,0,0,1,0,0,0,1,11.089699,10,297,43,otoño,transicion
2025-10-25 06:00:00+00:00,34.878998,18.178999,26.051916,0.0,10.783486,15.89,32.078453,16.543842,39810.97,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,16.699999,16.529,0,0,0,0,1,0,0,0,1,11.058602,10,298,43,otoño,transicion
2025-10-26 06:00:00+00:00,35.779,16.479,25.406084,0.0,9.6480665,16.13,32.841026,15.003372,39699.844,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,19.3,16.129,0,0,0,0,1,0,0,0,1,11.027735,10,299,43,otoño,transicion
2025-10-27 06:00:00+00:00,33.029,17.729,24.937332,0.0,11.612441,15.72,30.53852,19.010012,39589.65,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,15.299999,15.379,0,0,0,0,1,0,0,0,1,10.997125,10,300,44,otoño,transicion
2025-10-28 06:00:00+00:00,34.878998,18.629,26.401915,0.0,12.351988,15.62,31.060623,16.660606,39480.49,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,16.249998,16.753998,0,0,0,0,1,0,0,0,1,10.966803,10,301,44,otoño,transicion
2025-10-29 06:00:00+00:00,34.579,19.229,26.379004,0.0,11.375658,15.83,30.811165,15.73917,39372.47,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,15.349998,16.904,0,0,0,0,1,0,0,0,1,10.936797,10,302,44,otoño,transicion
2025-10-30 06:00:00+00:00,34.128998,18.129,25.424835,0.0,8.383054,15.77,30.761341,15.937008,39265.707,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,15.999998,16.128998,0,0,0,0,1,0,0,0,1,10.907141,10,303,44,otoño,transicion
2025-10-31 06:00:00+00:00,33.579,16.479,24.404001,0.0,6.889557,15.4,30.149254,14.462467,39160.31,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,17.099998,15.028999,0,0,0,0,1,0,0,0,1,10.877864,10,304,44,otoño,transicion
2025-11-01 06:00:00+00:00,33.628998,17.178999,24.541504,0.0,5.426933,15.38,31.198566,15.336733,39056.4,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,16.449999,15.403999,0,0,0,0,1,0,0,0,1,10.849,11,305,44,otoño,seca
2025-11-02 06:00:00+00:00,33.529,17.678999,24.681084,0.0,5.5887027,15.25,31.179028,15.483986,38954.086,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,15.85,15.604,0,0,0,0,1,0,0,0,1,10.82058,11,306,44,otoño,seca
2025-11-03 06:00:00+00:00,33.279,16.979,24.581083,0.0,6.8423676,14.53,30.425034,15.665127,38853.094,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,16.3,15.129,0,0,0,0,1,0,0,0,0,10.792526,11,307,45,otoño,seca
2025-11-04 06:00:00+00:00,31.428999,15.379001,23.220665,0.0,5.0528407,14.9,30.027992,13.93437,38752.55,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,16.05,13.403999,0,0,0,0,1,0,0,0,0,10.764598,11,308,45,otoño,seca
2025-11-05 06:00:00+00:00,31.678999,15.779,23.220665,0.0,9.391102,14.66,29.44379,14.064676,38652.52,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,15.899999,13.729,0,0,0,0,1,0,0,0,0,10.736811,11,309,45,otoño,seca
2025-11-06 06:00:00+00:00,30.779,14.079,22.689417,0.0,8.528657,14.68,28.317554,12.39563,38553.11,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,16.699999,12.429001,0,0,0,0,1,0,0,0,0,10.709197,11,310,45,otoño,seca
2025-11-07 06:00:00+00:00,31.479,16.979,23.874834,0.0,8.856658,14.52,29.71706,16.489914,38454.414,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,14.5,14.229,0,0,0,0,1,0,0,0,0,10.681782,11,311,45,otoño,seca
2025-11-08 06:00:00+00:00,32.429,17.029,24.197746,0.0,11.616627,14.53,30.0643,15.229717,38356.56,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,15.400002,14.729,0,0,0,0,1,0,0,0,0,10.654599,11,312,45,otoño,seca
2025-11-09 06:00:00+00:00,32.779,17.629,24.622751,0.0,11.679213,14.43,30.22361,15.475121,38259.65,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,15.15,15.203999,0,0,0,0,1,0,0,0,0,10.62768,11,313,45,otoño,seca
2025-11-10 06:00:00+00:00,33.128998,17.328999,24.608168,0.0,7.6473517,14.48,30.233173,15.694279,38163.793,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,15.799999,15.228998,0,0,0,0,1,0,0,0,0,10.601053,11,314,46,otoño,seca
2025-11-11 06:00:00+00:00,31.379,17.229,23.576918,0.0,5.950899,13.41,31.620651,15.860609,38069.1,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,14.15,14.304001,0,0,0,0,1,0,0,0,0,10.574751,11,315,46,otoño,seca
2025-11-12 06:00:00+00:00,31.729,18.229,23.937334,0.0,9.016185,10.9,28.855183,16.408756,37975.703,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,13.5,14.979,0,0,0,0,1,0,0,0,0,10.548806,11,316,46,otoño,seca
2025-11-13 06:00:00+00:00,31.629,16.729,24.170664,0.0,13.379461,13.92,29.281025,15.428316,37883.707,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,14.9,14.179001,0,0,0,0,1,0,0,0,0,10.523252,11,317,46,otoño,seca
2025-11-14 06:00:00+00:00,29.229,19.979,24.387331,0.0,14.628807,10.82,27.42843,18.324411,37793.24,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,9.25,14.604,0,0,0,0,1,0,0,0,0,10.498122,11,318,46,otoño,seca
2025-11-15 06:00:00+00:00,24.629,17.029,20.939415,2.5,13.529966,7.56,23.7366,18.174553,37704.418,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,7.6000004,10.828999,0,0,0,0,0,0,0,0,0,10.47345,11,319,46,otoño,seca
2025-11-16 06:00:00+00:00,23.928999,12.979,18.153997,2.2,12.320471,11.82,22.698847,11.623192,37617.37,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,10.949999,8.453999,0,0,0,0,0,0,0,0,0,10.449269,11,320,46,otoño,seca
2025-11-17 06:00:00+00:00,22.779,12.579,17.958166,0.0,10.285232,11.58,21.170809,12.119125,37532.22,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,10.199999,7.679001,0,0,0,0,1,0,0,0,0,10.425616,11,321,47,otoño,seca
2025-11-18 06:00:00+00:00,21.328999,13.929,17.514414,3.6,22.629229,12.0,18.414042,10.047606,37449.094,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,7.3999987,7.6289997,0,0,0,0,0,0,0,0,0,10.402526,11,322,47,otoño,seca
2025-11-19 06:00:00+00:00,21.029,10.379001,15.5894165,0.4,8.913181,13.11,18.571543,8.878011,37368.117,Baja California,32.6519,-115.4683,Norte_Pacifico,Mexicali,2.0,9,10.649999,5.7040005,0,0,0,0,1,0,0,0,0,10.380033,11,323,47,otoño,seca
2025-10-20 06:00:00+00:00,33.141,20.691,25.90767,0.0,13.644427,20.02,33.55481,20.502266,41133.223,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.449999,16.916,0,0,0,0,1,0,0,1,1,11.425895,10,293,43,otoño,transicion
2025-10-21 06:00:00+00:00,33.341,21.341,26.461836,0.0,17.389341,20.13,32.53133,19.445892,41046.445,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.0,17.341,0,0,0,0,1,0,0,1,1,11.401791,10,294,43,otoño,transicion
2025-10-22 06:00:00+00:00,33.791,22.291,27.270164,0.0,19.602652,19.95,33.471703,20.973541,40960.004,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,11.5,18.041,0,0,0,0,1,0,0,0,1,11.377779,10,295,43,otoño,transicion
2025-10-23 06:00:00+00:00,32.940998,22.890999,26.840998,0.0,21.45627,19.98,32.07932,23.05605,40873.977,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,10.049999,17.915998,0,0,0,0,1,0,0,0,1,11.353883,10,296,43,otoño,transicion
2025-10-24 06:00:00+00:00,32.341,19.390999,24.826416,0.0,23.612953,20.18,31.695866,19.21353,40788.438,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.950001,15.865999,0,0,0,0,1,0,0,1,1,11.330122,10,297,43,otoño,transicion
2025-10-25 06:00:00+00:00,31.541,18.691,24.203499,0.0,15.236338,20.43,30.129051,15.9046955,40703.47,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.85,15.116001,0,0,0,0,1,0,0,1,1,11.3065195,10,298,43,otoño,transicion
2025-10-26 06:00:00+00:00,32.591,19.941,25.37642,0.0,15.287288,20.54,31.093662,16.80868,40619.14,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.65,16.265999,0,0,0,0,1,0,0,1,1,11.283094,10,299,43,otoño,transicion
2025-10-27 06:00:00+00:00,32.841,19.991,26.045166,0.0,16.068466,20.56,31.76994,16.684258,40535.54,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.85,16.416,0,0,0,0,1,0,0,1,1,11.259872,10,300,44,otoño,transicion
2025-10-28 06:00:00+00:00,33.641,20.390999,26.720167,0.0,20.099642,20.37,32.421997,16.470146,40452.75,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,13.25,17.015999,0,0,0,0,1,0,0,1,1,11.236875,10,301,44,otoño,transicion
2025-10-29 06:00:00+00:00,34.241,22.941,27.391,0.0,24.358597,19.86,32.953236,18.305624,40370.844,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,11.300001,18.591,0,0,0,0,1,0,0,0,1,11.214124,10,302,44,otoño,transicion
2025-10-30 06:00:00+00:00,32.091,20.741,24.907667,0.0,18.183563,19.59,30.533241,18.246359,40289.91,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,11.35,16.416,0,0,0,0,1,0,0,0,1,11.191642,10,303,44,otoño,transicion
2025-10-31 06:00:00+00:00,31.291,17.890999,23.647247,0.0,9.914717,19.41,30.908821,17.589481,40210.043,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,13.400002,14.591,0,0,0,0,1,0,0,0,1,11.1694565,10,304,44,otoño,transicion
2025-11-01 06:00:00+00:00,32.940998,19.291,25.274336,0.0,15.15104,19.35,32.374146,18.885054,40131.316,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,13.649998,16.116,0,0,0,0,1,0,0,0,1,11.147588,11,305,44,otoño,seca
2025-11-02 06:00:00+00:00,33.341,20.541,26.447252,0.0,20.768755,19.54,30.29573,17.27544,40053.83,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.799999,16.941,0,0,0,0,1,0,0,0,1,11.126063,11,306,44,otoño,seca
2025-11-03 06:00:00+00:00,33.541,21.741,26.866,0.0,15.405519,19.37,31.883743,17.716911,39977.36,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,11.800001,17.640999,0,0,0,0,1,0,0,0,1,11.104822,11,307,45,otoño,seca
2025-11-04 06:00:00+00:00,31.441,21.591,26.366003,0.0,15.539537,18.77,30.60585,19.1521,39901.254,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,9.85,16.515999,0,0,0,0,1,0,0,0,1,11.083682,11,308,45,otoño,seca
2025-11-05 06:00:00+00:00,33.141,20.591,25.926414,0.0,21.24,18.36,30.891743,19.148476,39825.555,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.549999,16.866,0,0,0,0,1,0,0,0,1,11.0626545,11,309,45,otoño,seca
2025-11-06 06:00:00+00:00,32.591,20.441,25.663918,0.0,23.17041,18.72,31.381477,19.661278,39750.35,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.15,16.515999,0,0,0,0,1,0,0,0,1,11.041764,11,310,45,otoño,seca
2025-11-07 06:00:00+00:00,30.091,19.140999,23.338915,0.0,20.431387,19.05,27.028028,17.979483,39675.715,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,10.950001,14.615999,0,0,0,0,1,0,0,0,1,11.021032,11,311,45,otoño,seca
2025-11-08 06:00:00+00:00,29.241,18.341,22.809752,0.0,19.514856,18.7,26.3668,16.452131,39601.727,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,10.9,13.791,0,0,0,0,1,0,0,0,1,11.00048,11,312,45,otoño,seca
2025-11-09 06:00:00+00:00,30.890999,18.691,24.074331,0.0,13.466357,18.53,29.112171,15.647507,39528.48,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.199999,14.791,0,0,0,0,1,0,0,0,1,10.980133,11,313,45,otoño,seca
2025-11-10 06:00:00+00:00,31.841,19.841,24.941002,0.0,17.309973,18.06,30.541424,16.956554,39456.05,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.0,15.841,0,0,0,0,1,0,0,0,1,10.960014,11,314,46,otoño,seca
2025-11-11 06:00:00+00:00,31.241,18.591,23.991,0.0,13.576582,18.09,30.842308,16.843111,39384.535,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,12.65,14.916,0,0,0,0,1,0,0,0,1,10.940148,11,315,46,otoño,seca
2025-11-12 06:00:00+00:00,29.191,18.541,22.941,0.0,21.573734,18.17,27.099705,17.794641,39314.004,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,10.65,13.866001,0,0,0,0,1,0,0,0,1,10.920557,11,316,46,otoño,seca
2025-11-13 06:00:00+00:00,28.640999,17.291,21.805582,0.0,21.25601,18.22,26.213694,16.916916,39244.562,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,11.349998,12.966,0,0,0,0,1,0,0,0,1,10.901267,11,317,46,otoño,seca
2025-11-14 06:00:00+00:00,28.640999,17.841,22.28475,0.0,21.136784,18.02,26.1641,15.713982,39176.29,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,10.799999,13.240999,0,0,0,0,1,0,0,0,1,10.882302,11,318,46,otoño,seca
2025-11-15 06:00:00+00:00,28.791,18.991,22.97017,0.0,21.332088,17.37,26.494835,17.645063,39109.285,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,9.800001,13.890999,0,0,0,0,1,0,0,0,1,10.86369,11,319,46,otoño,seca
2025-11-16 06:00:00+00:00,27.741,18.140999,22.20975,0.0,20.008356,17.13,25.977974,17.679607,39043.637,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,9.6,12.940998,0,0,0,0,1,0,0,0,1,10.845454,11,320,46,otoño,seca
2025-11-17 06:00:00+00:00,24.890999,14.490999,18.2035,0.0,18.353823,17.52,23.389437,14.314293,38979.44,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,10.4,9.690998,0,0,0,0,1,0,0,0,1,10.827622,11,321,47,otoño,seca
2025-11-18 06:00:00+00:00,19.491,14.540999,16.770166,4.0,21.559462,5.7,18.742668,15.133522,38916.785,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,4.95,7.015999,0,0,0,0,0,0,0,0,0,10.810218,11,322,47,otoño,seca
2025-11-19 06:00:00+00:00,21.140999,14.740999,16.95975,0.5,21.273533,14.03,20.01661,14.277224,38855.777,Baja California Sur,26.0444,-111.6661,Norte_Pacifico,La Paz,521.0,9,6.3999996,7.940998,0,0,0,0,1,0,0,0,0,10.793271,11,323,47,otoño,seca
2025-10-20 06:00:00+00:00,33.567,14.117,23.756584,0.0,16.610792,20.01,31.683498,11.88924,40846.535,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,19.45,13.842001,0,0,0,0,1,0,0,1,1,11.34626,10,293,43,otoño,transicion
2025-10-21 06:00:00+00:00,28.167,14.816999,21.852415,0.0,9.387651,20.77,25.477331,12.985603,40749.406,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,13.35,11.492001,0,0,0,0,1,0,0,1,1,11.31928,10,294,43,otoño,transicion
2025-10-22 06:00:00+00:00,31.217001,12.667,22.356585,0.0,16.309628,20.24,28.598839,10.003015,40652.645,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,18.550001,11.942001,0,0,0,0,1,0,0,1,1,11.292401,10,295,43,otoño,transicion
2025-10-23 06:00:00+00:00,31.467001,14.917,22.573256,0.5,18.287502,16.63,30.2184,12.480549,40556.336,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,16.550001,13.192001,0,0,0,0,1,0,0,0,1,11.265649,10,296,43,otoño,transicion
2025-10-24 06:00:00+00:00,29.267,14.967,21.325335,0.1,20.82484,17.97,26.13778,13.785614,40460.562,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,14.3,12.117001,0,0,0,0,1,0,0,0,1,11.239045,10,297,43,otoño,transicion
2025-10-25 06:00:00+00:00,25.117,11.016999,18.473251,0.0,11.431062,20.09,22.740433,9.682787,40365.418,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,14.100001,8.066999,0,0,0,0,1,0,0,1,1,11.212616,10,298,43,otoño,transicion
2025-10-26 06:00:00+00:00,28.067001,11.266999,19.760752,0.0,15.3264475,19.99,25.883852,8.886911,40270.984,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,16.800003,9.667,0,0,0,0,1,0,0,0,1,11.186384,10,299,43,otoño,transicion
2025-10-27 06:00:00+00:00,31.417,10.766999,20.983667,0.0,15.021105,20.1,28.975735,8.0793,40177.36,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,20.650002,11.091999,0,0,0,0,1,0,0,1,1,11.1603775,10,300,44,otoño,transicion
2025-10-28 06:00:00+00:00,27.517,15.016999,21.012835,0.0,14.879153,19.71,24.783974,12.422077,40084.625,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,12.500001,11.267,0,0,0,0,1,0,0,0,1,11.134618,10,301,44,otoño,transicion
2025-10-29 06:00:00+00:00,18.667,10.467,14.571167,0.0,10.373061,19.47,15.774372,7.3375216,39992.883,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,8.2,4.5669994,0,0,0,0,1,0,0,0,1,11.109134,10,302,44,otoño,transicion
2025-10-30 06:00:00+00:00,27.517,9.167,17.887835,0.0,16.676977,18.31,25.120565,6.5147943,39902.215,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,18.35,8.341999,0,0,0,0,1,0,0,0,1,11.083948,10,303,44,otoño,transicion
2025-10-31 06:00:00+00:00,28.967001,11.217,20.302418,0.0,11.866355,17.28,26.674324,8.958035,39812.734,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,17.75,10.092001,0,0,0,0,1,0,0,0,1,11.0590925,10,304,44,otoño,transicion
2025-11-01 06:00:00+00:00,26.417,10.967,18.72325,0.0,14.973576,19.24,22.79644,8.616503,39724.527,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,15.45,8.691999,0,0,0,0,1,0,0,0,1,11.034591,11,305,44,otoño,seca
2025-11-02 06:00:00+00:00,24.867,9.566999,17.266998,0.0,10.070353,19.05,22.237312,6.6479692,39637.69,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,15.300001,7.216999,0,0,0,0,1,0,0,0,1,11.010469,11,306,44,otoño,seca
2025-11-03 06:00:00+00:00,27.767,8.566999,17.964918,0.0,13.878689,18.94,24.630053,5.2012157,39551.99,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,19.2,8.167,0,0,0,0,1,0,0,0,1,10.986664,11,307,45,otoño,seca
2025-11-04 06:00:00+00:00,27.467001,9.217,18.650335,0.0,9.984729,18.73,24.24762,6.0038223,39466.684,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,18.25,8.342001,0,0,0,0,1,0,0,0,1,10.962968,11,308,45,otoño,seca
2025-11-05 06:00:00+00:00,27.817001,10.016999,19.350334,0.0,9.6932955,18.65,25.221226,7.3237867,39381.836,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,17.800003,8.917,0,0,0,0,1,0,0,0,1,10.939399,11,309,45,otoño,seca
2025-11-06 06:00:00+00:00,29.917,10.316999,20.406584,0.0,11.833546,18.69,26.409954,6.971998,39297.523,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,19.6,10.117001,0,0,0,0,1,0,0,0,1,10.915978,11,310,45,otoño,seca
2025-11-07 06:00:00+00:00,28.917,10.516999,19.27325,0.0,12.882267,18.6,25.201408,8.317457,39213.836,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,18.400002,9.716999,0,0,0,0,1,0,0,0,1,10.892733,11,311,45,otoño,seca
2025-11-08 06:00:00+00:00,26.267,9.717,18.185751,0.0,13.379461,18.37,23.11578,7.4939632,39130.883,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,16.55,7.9920006,0,0,0,0,1,0,0,0,1,10.86969,11,312,45,otoño,seca
2025-11-09 06:00:00+00:00,19.067001,12.217,15.375335,0.0,13.779114,17.99,15.035845,8.064808,39048.74,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,6.8500013,5.642,0,0,0,0,1,0,0,0,1,10.846871,11,313,45,otoño,seca
2025-11-10 06:00:00+00:00,20.917,7.4170003,13.787831,0.0,12.108261,17.91,17.96143,4.542349,38967.51,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,13.5,4.167,0,0,0,0,1,0,0,0,1,10.824308,11,314,46,otoño,seca
2025-11-11 06:00:00+00:00,26.117,7.1670003,16.760752,0.0,17.288435,16.87,22.881117,4.554557,38887.285,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,18.95,6.642,0,0,0,0,1,0,0,0,1,10.802024,11,315,46,otoño,seca
2025-11-12 06:00:00+00:00,27.617,10.917,18.733665,0.0,15.856356,17.28,24.747627,9.012487,38808.168,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,16.7,9.267,0,0,0,0,1,0,0,0,1,10.780046,11,316,46,otoño,seca
2025-11-13 06:00:00+00:00,27.817001,11.266999,19.819086,0.0,15.443328,17.35,24.858149,9.096826,38730.258,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,16.550003,9.542,0,0,0,0,1,0,0,0,1,10.758405,11,317,46,otoño,seca
2025-11-14 06:00:00+00:00,28.567001,12.467,20.594084,0.0,15.778516,16.97,25.541208,9.673794,38653.656,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,16.100002,10.517,0,0,0,0,1,0,0,0,1,10.737126,11,318,46,otoño,seca
2025-11-15 06:00:00+00:00,29.917,12.217,21.29408,0.0,17.235882,16.56,26.632294,9.597031,38578.465,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,17.7,11.066999,0,0,0,0,1,0,0,0,1,10.71624,11,319,46,otoño,seca
2025-11-16 06:00:00+00:00,26.217001,10.766999,18.269083,0.0,17.629894,16.32,23.44249,8.985639,38504.785,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,15.450002,8.492001,0,0,0,0,1,0,0,0,1,10.695774,11,320,46,otoño,seca
2025-11-17 06:00:00+00:00,27.117,11.967,18.714918,0.0,15.299999,17.04,23.642971,10.292142,38432.727,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,15.150001,9.542,0,0,0,0,1,0,0,0,1,10.675757,11,321,47,otoño,seca
2025-11-18 06:00:00+00:00,25.817001,9.566999,18.033669,0.0,17.229301,15.75,22.138195,6.7966623,38362.4,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,16.250002,7.6920013,0,0,0,0,1,0,0,0,1,10.656221,11,322,47,otoño,seca
2025-11-19 06:00:00+00:00,23.367,12.566999,17.771166,0.1,17.935986,8.44,19.9273,10.990759,38293.902,Chihuahua,28.6353,-106.0889,Norte_Desertico,Chihuahua,1439.0,9,10.800001,7.966999,0,0,0,0,1,0,0,0,0,10.637195,11,323,47,otoño,seca
2025-10-20 06:00:00+00:00,34.768,18.368,26.576334,0.0,11.534054,20.31,34.498894,16.59024,41026.24,Coahuila,27.0587,-101.7068,Norte_Centro,Saltillo,676.0,9,16.400002,16.568,0,0,0,0,1,0,0,1,1,11.396177,10,293,43,otoño,transicion
2025-10-21 06:00:00+00:00,31.768002,21.468,26.576338,0.0,22.159746,20.17,29.797707,20.255943,40935.6,Coahuila,27.0587,-101.7068,Norte_Centro,Saltillo,676.0,9,10.300001,16.618,0,0,0,0,1,0,0,1,1,11.371,10,294,43,otoño,transicion
